,Find,Gender,Age,Name,MissingDay,Location,Description,IMG
4145,포메라니언 , 수컷 , 4살 , 이름(봄이),2017-08-17,경기도 양평군 달원면 큐브펜션,크림색 포메라니안/4살/3키로정도 수컷/중성화 되어있음 8월초에 털을 깎아서 아직 짧은 상태입니다 아래턱 송곳니가 한쪽만 길고 한쪽은 짧습니다. 칩 내장 되어 있습니다. 엄청 순하고 엄청 겁이 많아요.,
4146,미니어처 푸들 , 수컷 , 1살 , 이름(송뭉치),2017-08-09,강원도 강릉시 입암1주공,미용을한지얼마안되 몸털이 짧음 중성화수술했음 6키로정도 나감 화이트푸들 사진과같음 눈물자국잇음,
4147,요크셔 테리어 , 수컷 , 5살 , 이름(여름이),2017-08-16,부산광역시 북구 덕천2동,"얼굴 쪽 하얀 털이 복슬하게 나고 풀을 좋아해서 길가 잡초에서 킁킁 거리길 자주 합니다. 사람을 좋아해서 낯을 안가리지만 연세가 좀 있으신 성인남성은 무서워하며, 어두운 곳을 좋아합니다.",
4148,요크셔 테리어 , 수컷 , 11살 , 이름(희동이),2017-08-15,경기도 양평군 경기도 양평군 개군면 석장리 52-2,아래 턱이 돌출턱이고 외쪽 발이 교통사고로 약간 휘어짐. 사람을 잘 따름. 배에 피부병 자국이 있음. 귓병 있음,
4149,보더 콜리 , 암컷 , 3살 , 이름(써니),2017-08-16,울산광역시 남구 삼산동아데라움앞,사진속 왼쪽아이 흰색 검정색 섞인 보더콜리입니다 사람 좋아하고 순합니다,
4150,진돗개 , 암컷 , 3살 , 이름(오순이),2017-07-12,경기도 이천시 이천 신원리(신원슈퍼 주변),이름 오순이 성별 암컷 중성화안되어있음 나이 2살또는3살정도 됩니다 실종일 7월12일 오전에 없어진걸 확인하였고 그 이전일 가능성도 크다고 봅니다 7월10일저녁부터 보고있습니다 제보문자또한 능서교회에서 인상착의 비슷한 아이를 보았다고 제보문자를 받았습니다 특징은 전체적으로 흰색이지만 특히 귀부분은 옅은 갈색도 띄고 있습니다 빨간목줄에 긴쇠줄이 있을가능성이 있습니다 쇠줄도 보이지않고 있습니다 현재 여주까지 갔을 가능성도 보고있구요.. 하필 날짜도 초복...... 누가 데려간건지 줄이 끊어진건지 잘모르겠습니다.......  이천 여주에서 넘어가면 강원도 원주 홍천입니다ㅜㅜ 유심히 봐주세요,
4151,말티즈 , 수컷 , 2살 , 이름(상추),2017-08-15,제주특별자치도 서귀포시 구좌읍구좌읍평대7길평대리사무소근방,"중성화수술안되있고, 말티즈치고는팔다리가깁니다 목에노란목줄을차고있을겁니다,앞니가없습니다 사람을잘따릅니다",
4152,푸들,미디엄 푸들 , 암컷 , 1살미만,2017-08-16,서울특별시 용산구 서울 용산우체국 범진사 골목,진한검정색 푸들 4개월 털이 짧음 머리에 부스럼 있음,
4153,포메라니언 , 수컷 , 2살 , 이름(구름이),2017-08-01,경기도 수원시 장안구 이목동 동원고등학교 부근,5키로 큰 오렌지 색 포메라이언이며 허리가 길고 허리부근에 털은 짧은 편입니다. 중성화가 안되있습니다. 목줄은 안된 상태입니다,
4154,말티즈 , 암컷 , 10살 , 이름(도도),2017-08-14,전라남도 여수시 엑스포힐스테이트 부근,"미용한지 얼마 되지 않아 털이 짧음. 견종: 말티즈 요크셔 믹스견(하얀색,약간누럼) , 가슴에 혹이 있음 마지막발견: 14일 밤 덕충주공, 목줄X 발견하신 분은 꼭 연락주세요. 찾으면 꼭 사례해드릴게요.",
4155,파피용 , 암컷 , 6살 , 이름(슈),2017-08-12,충청남도 당진시 우강초등학교 부근,2kg 중성화 안한 암컷 가끔 발작 증상,
4156,시 츄 , 수컷 , 2살 , 이름(마루),2017-08-14,경상남도 통영시 통영고등학교주변,사람을 잘따르며 미용을해서 꼬리부분에 털이 풍성함,
4157,믹스견(코카스파니엘믹스) , 수컷 , 1살미만 , 이름(마루),2017-08-05,전라남도 목포시 목포하다기업은행뒤,머리가운데발등네군데하얀털사람을잘따름,
4158,토이 푸들 , 암컷 , 3살 , 이름(까꿍이),2017-08-13,울산광역시 중구 울산중구우정동cu편의점부근,꼬리가길며눈물자국이심하고 엉덩이와 겨드랑이쪽 반점이있습니다 처음보는사람에게잘짖고 겁이많아요~,
4159,믹스견 , 수컷 , 8살 , 이름(행복이),2017-08-13,부산광역시 부산진구 부산 시민공원 근처,귀가 쫑긋하고 흰털이 많은 노란빛 털입니다. 마른편이고 예민하고 겁이 많습니다. 목소리가 크고 잘 짖는 편입니다.,
4160,비글 , 수컷 , 1살미만 , 이름(럭키),2017-08-08,경기도 고양시 일산동구 백석동13블럭,손 앉아 간식줄까 알아들어요,
4161,미디엄 푸들 , 수컷 , 2살 , 이름(테디),2017-08-12,서울특별시 관악구 봉천2동 서울봉천동우체국 근처 골목길,"하얀색+크림색 곱슬털의 푸들입니다. 배쪽 중앙부분에 탈장수술 흉터가 살짝 있고, 미디엄 푸들, 생각보다 다리가 길고 말랐음. 몸에는 아무것도 안한상태로 맨몸임. (몸줄, 기타 등등 없음) 발쪽에 미용이 덜되어있어 발털만 긴상태. 보시면 연락 부탁드립니다.",
4162,믹스견(믹스견-발바리) , 수컷 , 나이모름 , 이름(행복이),2017-08-11,서울특별시 은평구 응암동 대림시장,"황토색 털을 가지고 있으며 두앞발에는 하얀 바탕의 노란 점박이 양말을 신고 있습니다. 사진상의 털길이보다 털이 길었으며 뒷덜미쪽은 짧고 사람을 잘 따릅니다. 크기는 시바견,웰시코기 정도의 크기를 가지고 있습니다.",
4163,말티즈 , 수컷 , 15살 , 이름(쌍쿠),2017-07-30,경상남도 통영시 북신동 코사마트 앞 주택가 골목,-일반 말티즈와 비슷함 -15년 된 노년개 -털이 없는 짧은 모습,
4164,말티즈 , 암컷 , 8살 , 이름(뽀미),2017-08-13,충청남도 당진시 당진시 미래스카이빌라 앞(구터미널>푸르지오 넘어가는길),몸집이 상당히 작음 흰색털에 큐빅이 박힌 금목걸이(도금)를 착용함. 앞니가 하나 빠져있고 나머지 앞니 4개가 흔들림,
4165,미니어쳐 핀셔 , 암컷 , 15살 , 이름(까미),2017-08-12,서울특별시 영등포구 대방역부근/신길동성애병원근처,순하고사람을좋아함/까맣고눈썹이갈색나이가많아흰털이있음.,
4166,미니어쳐 핀셔 , 수컷 , 15살 , 이름(깜돌이),2017-08-05,울산광역시 울주군 두동 박제상유적기 위 문화촌,특징 : 노견이다보니 저녁엔 약간 눈이 안보이며 듣는거도 조금 무뎌졌으며 이빨이 성하지 않으며 밑에 앞니는 거의 다빠졌으며 오른쪽 송곳니는 곧 빠질때기되서 툭 튀어 나와있습니다. 눈에 쉽게 보입니다. 검정개 이지민 새치처람 흰털이 집중적으로 조금씩 나있습니다 .꼬리는 짧으며 중성화 수술을 했습니다.,
4167,포메라니안) , 암컷 , 1살 , 이름(땡글이),2017-08-12,경기도 의정부시 호원동 회룡중학교 근처,엄청활발하고 사람을 너무좋아해요 사례는 반드시 하겠습니다,
4168,말티즈 , 암컷 , 3살 , 이름(코미),2017-08-12,서울특별시 양천구 신정역 2번 출구 뒷편 주택가,집에서 미용을 해서 털이 고르지 않음 다리는 털이 있는 모양 스포팅이고 몸은 더 털이 짧음 머리는 현재 묶고 있지 않음 눈을약간 찌르는 길이 정도,
4169,믹스견(말티즈 푸들 믹스견) , 암컷 , 1살 , 이름(보들이),2017-08-12,서울특별시 양천구 신정역 2번역 뒤 주택가,베이지색 사람 좋아하고 눈물이 많아서 눈 주변이 항상 젖어 있음 목 부분은 흰털,
4170,저먼 세퍼드 독 , 수컷 , 1살미만 , 이름(듀크),2017-08-12,충청북도 제천시 의림대로변 중앙타이어 앞,2개월령 검은색으로 노란 하네스착용하였고 걸름걸이가 힘이 없음,
4171,비숑 프리제 , 암컷 , 1살미만 , 이름(숑이),2017-08-11,경상남도 김해시 내동,노란색 목줄 낯가림 순함,
4172,"믹스견(믹스견-엄마(시츄), 아빠(모름)) ", 암컷 , 6살 , 이름(대랑),2017-08-10,서울특별시 강동구 천동초등학교 맞은편 언덕위,"겁이 많지만, 사람을 잘 따름. 밝은갈색(황색). 5~6kg. 만져주면 바짝 엎드리거나, 배를 보임.",
4173,말티즈 , 수컷 , 3살 , 이름(마루),2017-08-11,서울특별시 송파구 오금동 올림픽이파트 또는 오금성당부근,흰색 말티즈 사람을 너무나 좋아합니다,
4174,시 츄 , 암컷 , 4살 , 이름(몽),2017-08-11,서울특별시 송파구 송파구 오금동 올림픽이파트 또는 오금성당부근,연한 베이지얼룩문늬 거의 회색에 가까운 털 올린 사진은 털이 많이 자란 상태입니다 현재는 털을 자른 후 한달정도 경과 한 상태입니다,
4175,진돗개 , 수컷 , 5살 , 이름(간장),2017-08-11,서울특별시 은평구 구산역 사거리,중성화수술 O 털이 아주 하얗고 꼬리털이 길다.,
4176,토이 푸들 , 암컷 , 6살 , 이름(다솜),2017-07-29,충청남도 태안군 충남 태안군 근흥면 갈음리,실버푸들 소현견 암컷 눈물자국 심함 치아상태 좋지않아 입냄새 심함 관절이 안좋아 오래 걷지 못함 계단 오르내리 못함 배변 잘 못가림 중성화0 성대수술해서 짖을때 쉰목소리 남 사람을 잘 따름 앉아 손 발 등 잔재주 전혀 없음 비 천둥 번개 무서워함 미용을 하면 다른 강아지 같음,
4177,기타견종 , 수컷 , 2살 , 이름(몽이),2017-08-09,대구광역시 달서구 감삼동 서남시장부근,등과머리털이살짝노란색 목줄x중성화x 미용한지얼마되지않음 눈물자국선명,
4178,시 츄 , 수컷 , 3살 , 이름(달봉),2017-08-02,경기도 부천시 원미구 부천시 중동 위브더스테이트 인근,"앞쪽 윗니와 아랫니 2개 없음, 금색 방울달린 목걸이 착용",
4179,토이 푸들 , 수컷 , 2살 , 이름(라떼),2017-08-10,경상남도 창녕군 남지읍 홀마트 인근,파란색 옷을 입고 있고 옷 위에 이름과 전화번호가 적혀있음. 눈동자색이 붉은색임. 마른편임.,
4180,요크셔 테리어 , 암컷 , 10살 , 이름(별이),2017-08-09,서울특별시 동대문구 장안동 현대홈타운 2차,"작고 가슴부분에 혹 같은거 있음 치석 많음 미용한지 좀 되서 얼굴, 몸에 털 김 비오는날에 잃어버려서 젖어 있을수 있음",
4181,말티즈 , 암컷 , 3살 , 이름(둥이),2017-08-09,충청남도 보령시 대천동 구시 구중아아파트,2.5kg 말티즈 여아이며 눈물 자국이 있습니다. 미용한지 2주 정도되어 몸의 털은 짧은 편이며 귀털만 살짝 긴편입니다. 사람은 잘 따르고 목줄은 하고 있지 않습니다. 사진과 흡사하니 참고해주세요.,
4182,믹스견(치와와믹스) , 암컷 , 13살 , 이름(방댕이),2017-08-08,서울특별시 송파구 잠실본동 새마을시장 근처,귀가 쫑긋하고 꼬리를 자르지 않아 꼬리가 깁니다. 나이가 많고 뒷다리의 슬개골탈구증상으로 살짝 뒤뚱거립니다. 겁이 많고 눈물을 잘 흘립니다. 나이가 많은 노견이라 몸이 검버섯이 많습니다.,
4183,토이 푸들 , 수컷 , 10살 , 이름(밤톨이),2017-08-04,경상남도 양산시 중부동양주5길 34 (통도사 근처),"내장칩 있는데 옛날번호로 등록되어있습니다.(***-****-****) 통도사절 근처에서 잠시 목줄을 풀어 잃어버렸습니다. 지인에게 맡겨뒸다가, 8월 4일 저녁8시30분경, 어떤 차에 타는걸 보았다는 사람이 있지만, 정확히 밤톨인지는 모르겠답니다.",
4184,믹스견(치와와 믹스) , 암컷 , 3살 , 이름(봄이),2017-08-08,전라남도 목포시 목포시 영흥고 후문 부근,크기가 작고 5kg 정도 전체적으로 털이 짧은데 꼬리끝은 뭉툭하게 미용 몸통 오른쪽에 조그마한 땜빵 있음 겁이 많아 경계심이 강한 성격,
4185,미니어처 푸들 , 암컷 , 1살 , 이름(망고),2017-08-08,서울특별시 동작구 흑석동 유엔미 아파트 부근,갈색털에 턱과 배에 흰털이 있음,
4186,말티즈 , 수컷 , 1살 , 이름(달콩이),2017-08-06,경기도 고양시 덕양구 토당동 능곡고부근 새롬교회근처,눈물이많고 반점이많음 배꼽이있음(탈장) 꼬리랑 귀 빼고 짧게 깍음,
4187,믹스견 , 수컷 , 5살 , 이름(까미),2012-08-06,서울특별시 마포구 망원안내센터 부근 잔디밭 초록길,몸은 하얀데 검정색 얼룩무늬 얼굴은 몸에비해 거의 검정색입니다.,
4188,래브라도 리트리버 , 암컷 , 2살 , 이름(또또백두),2017-08-02,서울특별시 강동구 암사동 선사유적지공원,20개월된암컷은 머리만 빼고 털 민상태이구ㅇ 90일된 수컷 몸이 외소합니다,
4189,믹스견(미니시츄와 치와와 혼혈) , 수컷 , 2살 , 이름(몽이),2017-08-05,경상남도 창원시 의창구 명서동 주택가 지역,부정교합으로 앞니가 덧니처럼 튀어나와있음 성인남자를 특히 잘따름 중성화 수술이 되어있음,
4190,치와와 , 암컷 , 1살 , 이름(정영숙),2017-07-08,"경상북도 경산시 경산시 하양읍 금락리, 대경로 부근",등에 누런끼가 있으며 사람에 따라 다르지만 낯가림이 약간 있습니다.,
4191,믹스견 , 수컷 , 2살 , 이름(둥이),2017-08-05,경상남도 김해시 어방동 가야테마파크,중성화○ 속눈썹이 깁니다 흰색이 많이 섞인 황색 전체미용해서 꼬리부부만 털이 많아요,
4192,프랜치 불독 , 수컷 , 1살미만 , 이름(석배),2017-08-04,경기도 파주시 탄현면 낙하리 낙하ic부근(가마솥해장국),크림색 6개월경 남아 중성화x 프랜치불독,
4193,제퍼니즈 스피츠 , 암컷 , 9살 , 이름(찡),2017-08-03,충청남도 태안군 안면도 안면읍 창기리 삼봉해수욕장 인근 펜션,배만 미용 가슴에 작은혹이있음 인식칩 삽입,
4194,웨스트 시베리안 라이카 , 수컷 , 2살 , 이름(소양이),2017-06-25,강원도 춘천시 신북읍 여우고개 인근,"목줄이 없는 상태이며 실종당시 털갈이중이었습니다 사람을 경계하지 않습니다 근육질 몸매이며 하울링이 잦은편이에요... 시간이 많이 지났지만...다만,,, 무사하길 바랄뿐입니다.... 종류는 이스트인지 웨스트인지는 잘 모르겠습니다;;",
4195,믹스견(발발이-진도견) , 수컷 , 6살 , 이름(초롱이),2017-07-30,경기도 광명시 철산 4동 옛 흥덕사 정문쪽 은하연립 부근 마지막 목격자,귀 쫑끗 앞다리 안쪽으로 모와졌다가 팔자八 형식으로 휘어짐 노란색 황갈색 바탕에 흰색,
4196,시 츄 , 수컷 , 14살 , 이름(춘이),2017-08-04,서울특별시 양천구 신월7동 시영아파트 후문 인근빌라,시츄 믹스견으로 코눌림 없으며 아래턱이 주걱턱처럼 입이 완전히 다물어지지 않음.,
4197,포메라니언 , 수컷 , 1살 , 이름(사랑이),2017-08-03,경상북도 청도군 주말농원오토캠핑장,누런색 여우컷에 목돌미와 꼬리에 검은털이 조금 썩여있습니다 겁이 많은 편이고 잘 짔지않아요,
4198,요크셔 테리어 , 암컷 , 7살 , 이름(아지),2017-08-01,충청남도 아산시 캐슬어울림2단지,단미 하지않은 상태이며 검정색과 갈색의 털 4키로 조금 못미치는 무게,
4199,시 츄 , 수컷 , 1살미만 , 이름(콩이),2017-08-03,서울특별시 도봉구 창2동 창림초등학교 근처,흰색/갈색 털색상 배 밑부분에 검은 반점이있음,
4200,믹스견(코카스파니엘혼혈) , 암컷 , 2살 , 이름(순심이),2017-07-29,부산광역시 부산진구 서면영광도서앞,"코카스파니엘믹스 호흡기 장애있고, 장염치료 받은지 별로 안됨. 밖에 처음 나가는 상태",
